iter	Logloss
236	0.001881180526
237	0.00186311226
238	0.001855414886
239	0.001836598218
240	0.001815685362
241	0.001800143701
242	0.001781111648
243	0.001770915199
244	0.001752975166
245	0.001743887872
246	0.0017269532
247	0.001713506954
248	0.001698967986
249	0.001687825727
250	0.001674935814
251	0.001664780096
252	0.001658292301
253	0.00165000952
254	0.001638911645
255	0.001620255724
256	0.001606079826
257	0.001593055641
258	0.001582873096
259	0.001574378653
260	0.001555933692
261	0.001549980321
262	0.001539461391
263	0.00152647555
264	0.001516730515
265	0.001507807129
266	0.001499656233
267	0.001488821004
268	0.001482354699
269	0.001476892631
270	0.00145961989
271	0.001444841028
272	0.001432410256
273	0.001423619738
274	0.00141130203
275	0.001398076295
276	0.001385028373
277	0.001376914557
278	0.001361583575
279	0.001349667983
280	0.001345036413
281	0.001327557487
282	0.001321911566
283	0.001316857794
284	0.001305543341
285	0.001298818321
286	0.001294797299
287	0.001286293586
288	0.001280007341
289	0.0012706449
290	0.001261975172
291	0.00125009975
292	0.001244036684
293	0.001234813713
294	0.001228365245
295	0.001221569578
296	0.001212036627
297	0.001201191286
298	0.001196150997
299	0.001189398028
300	0.001183844385
301	0.001178930294
302	0.001174458348
303	0.001169789276
304	0.001164371732
305	0.001158263441
306	0.001153295767
307	0.001148309413
308	0.001139095922
309	0.001130517417
310	0.001121645297
311	0.001114913466
312	0.001107533234
313	0.001102734876
314	0.001098778322
315	0.001092867367
316	0.001089037501
317	0.001078751161
318	0.001073867056
319	0.001067974079
320	0.001064935945
321	0.001060289557
322	0.001051151489
323	0.001048063775
324	0.001044470713
325	0.001039958527
326	0.001029692904
327	0.00102244224
328	0.001017958918
329	0.001010113015
330	0.001005174696
331	0.001000962939
332	0.0009927890087
333	0.0009836793824
334	0.0009768634903
335	0.0009716756565
336	0.0009695957616
337	0.0009635367695
338	0.0009598456005
339	0.000950435616
340	0.0009465354532
341	0.0009433664875
342	0.0009395012975
343	0.0009375514619
344	0.0009361911066
345	0.0009323061127
346	0.0009250341705
347	0.0009173869384
348	0.0009101005296
349	0.0009043994111
350	0.0008983277081
351	0.0008932780096
352	0.0008884918707
353	0.0008850856101
354	0.0008789271072
355	0.00087591896
356	0.0008727757674
357	0.0008705202364
358	0.0008635192978
359	0.0008604902933
360	0.0008535532607
361	0.0008501830965
362	0.0008447328267
363	0.0008406446679
364	0.0008380003636
365	0.0008352661695
366	0.0008323736851
367	0.0008289507106
368	0.0008231570338
369	0.0008157661281
370	0.0008126340313
371	0.0008102411374
372	0.0008039075601
373	0.0008017075782
374	0.0007994355439
375	0.0007972061371
376	0.0007914706779
377	0.0007887233515
378	0.0007838937425
379	0.000781235744
380	0.0007769001074
381	0.0007732788137
382	0.0007706795244
383	0.0007651346597
384	0.000762238032
385	0.0007597781422
386	0.0007580450954
387	0.0007533588185
388	0.0007501981395
389	0.0007477391626
390	0.0007461669343
391	0.0007438532558
392	0.0007415315013
393	0.0007386032015
394	0.0007335096817
395	0.0007304577132
396	0.0007265565673
397	0.000724719445
398	0.0007232337356
399	0.0007203853534
400	0.0007188109481
401	0.0007163957222
402	0.0007120380345
403	0.0007084430756
404	0.0007047377209
405	0.0006999042494
406	0.0006976564433
407	0.0006959568243
408	0.0006922667788
409	0.0006897323086
410	0.0006872734722
411	0.0006855283465
412	0.0006835492265
413	0.0006821473674
414	0.0006807484578
415	0.0006784759319
416	0.0006749561153
417	0.0006733079722
418	0.0006713472515
419	0.0006686127765
420	0.0006653572217
421	0.0006630886286
422	0.0006612599335
423	0.0006585424533
424	0.0006569195917
425	0.0006549500927
426	0.0006522899173
427	0.0006488655382
428	0.0006474790587
429	0.0006460289541
430	0.0006431918081
431	0.000641435376
432	0.0006397533136
433	0.0006380296069
434	0.0006343677223
435	0.0006331598285
436	0.0006317215921
437	0.0006303584277
438	0.0006284248144
439	0.0006273773879
440	0.0006255771345
441	0.0006244326551
442	0.0006244178373
443	0.0006227519972
444	0.0006215100436
445	0.000620323007
446	0.0006172520071
447	0.0006153962047
448	0.0006136603489
449	0.0006125438898
450	0.0006107222174
451	0.0006106872446
452	0.0006094228888
453	0.0006088736482
454	0.0006065974004
455	0.0006037497907
456	0.0006025568551
457	0.0006012721336
458	0.0005996837532
459	0.0005984327403
460	0.0005971897333
461	0.0005971891715
462	0.0005944273082
463	0.0005908926035
464	0.0005888860953
465	0.0005857549465
466	0.0005842172345
467	0.0005826460595
468	0.0005801343426
469	0.0005762010681
470	0.0005749293034
471	0.0005749292683
472	0.0005729843134
473	0.0005719822531
474	0.0005700265185
475	0.0005687092471
476	0.0005645190844
477	0.0005633891419
478	0.0005620669195
479	0.000561007414
480	0.0005590945877
481	0.0005572367838
482	0.0005561940975
483	0.0005541328478
484	0.0005536283766
485	0.000552564201
486	0.0005525571784
487	0.0005506574493
488	0.0005488570203
489	0.0005474863769
490	0.0005448658442
491	0.0005433557311
492	0.0005401397489
493	0.0005384496456
494	0.0005374322759
495	0.0005346540499
496	0.0005332915878
497	0.0005320201391
498	0.00053068345
499	0.0005280162168
500	0.0005265276281
501	0.00052603032
502	0.0005245529324
503	0.0005229214681
504	0.0005221767875
505	0.0005204758342
506	0.0005175085587
507	0.0005152630701
508	0.000513959247
509	0.0005139560517
510	0.0005130289581
511	0.0005122767632
512	0.0005110583355
513	0.0005093030269
514	0.0005084632598
515	0.0005071043793
516	0.0005059819158
517	0.0005059857783
518	0.0005045619032
519	0.0005029226087
520	0.0005020049254
521	0.0005009316204
522	0.0004997493592
523	0.0004995931055
524	0.0004980141706
525	0.0004968024845
526	0.0004956979288
527	0.0004940425876
528	0.0004932105805
529	0.0004932010297
530	0.0004931999763
531	0.0004924111233
532	0.0004892866812
533	0.0004877309209
534	0.0004866376014
535	0.0004851449396
536	0.0004838496842
537	0.0004824070235
538	0.0004802394861
539	0.0004777777353
540	0.000476669879
541	0.0004750121851
542	0.0004718210279
543	0.0004706432612
544	0.000469700472
545	0.0004687586659
546	0.0004677463877
547	0.0004658488005
548	0.0004643403729
549	0.0004643403729
550	0.0004633461779
551	0.0004604797125
552	0.0004594704891
553	0.0004594647656
554	0.0004585126714
555	0.0004563121978
556	0.000455096544
557	0.0004535138519
558	0.0004527661867
559	0.0004516142282
560	0.000451608891
561	0.0004515879635
562	0.0004515824156
563	0.0004503368102
564	0.0004494387903
565	0.0004481773489
566	0.0004476498785
567	0.0004476317601
568	0.0004467203621
569	0.0004456277097
570	0.0004447070067
571	0.0004429178842
572	0.0004420010436
573	0.0004401380429
574	0.0004394574088
575	0.0004394446978
576	0.0004389933529
577	0.0004389985496
578	0.0004380439272
579	0.000437125963
580	0.0004366181912
581	0.0004346281861
582	0.0004333063499
583	0.0004333063499
584	0.0004333063499
585	0.0004328133607
586	0.000432081672
587	0.0004308833992
588	0.0004299931393
589	0.0004292230367
590	0.0004282139538
591	0.0004270885057
592	0.0004264466015
593	0.0004255950714
594	0.0004244895325
595	0.0004244906211
596	0.0004239446811
597	0.00042317967
598	0.0004214953955
599	0.0004207596688
600	0.0004190605765
601	0.0004178751551
602	0.0004174608896
603	0.0004174608896
604	0.0004174606438
605	0.0004174543586
606	0.0004174488809
607	0.0004174502152
608	0.0004161152819
609	0.0004146493763
610	0.0004140666729
611	0.0004140699033
612	0.0004140718345
613	0.0004140587724
614	0.0004136210864
615	0.0004136196468
616	0.0004136183125
617	0.0004130322031
618	0.000411752257
619	0.0004117421444
620	0.0004117481487
621	0.0004094123138
622	0.0004094064499
623	0.0004094110497
624	0.0004082918518
625	0.00040772207
626	0.0004077168382
627	0.0004061084082
628	0.0004061019473
629	0.0004051364399
630	0.00040511165
631	0.0004046406416
632	0.0004029099825
633	0.0004026738112
634	0.0004023882005
635	0.0004023839869
636	0.0004023730667
637	0.0004023713462
638	0.000402347399
639	0.0004023473287
640	0.0004015440091
641	0.0004015411649
642	0.0004008343715
643	0.0003996642243
644	0.0003983760266
645	0.000397403953
646	0.000396780448
647	0.0003954625095
648	0.0003944009323
649	0.0003943967889
650	0.0003943946822
651	0.0003943974912
652	0.0003943896259
653	0.0003943960867
654	0.000393434863
655	0.0003927619538
656	0.0003917419155
657	0.000390787855
658	0.0003900670163
659	0.0003894906332
660	0.0003883046149
661	0.000387620961
662	0.000387607934
663	0.0003861205392
664	0.0003850407734
665	0.000384316002
666	0.0003833892244
667	0.0003833895404
668	0.0003817996852
669	0.0003818087093
670	0.0003814773812
671	0.0003814799796
672	0.0003811924728
673	0.0003796122387
674	0.0003787446619
675	0.0003787458557
676	0.000378739114
677	0.0003787420635
678	0.000378733531
679	0.0003779664482
680	0.0003775413328
681	0.0003772781945
682	0.0003772719093
683	0.0003772634119
684	0.0003767388559
685	0.0003767178933
686	0.0003759837115
687	0.0003759865206
688	0.0003747397214
689	0.0003741143203
690	0.0003732660558
691	0.0003732529585
692	0.0003732529585
693	0.0003726173395
694	0.0003712778414
695	0.0003712777712
696	0.0003712754889
697	0.000371264674
698	0.0003712719775
699	0.0003701902805
700	0.0003700146794
701	0.0003693729859
702	0.0003693754087
703	0.0003693684562
704	0.0003684724378
705	0.0003684689265
706	0.0003684656961
707	0.0003684667143
708	0.0003675644457
709	0.0003667245382
710	0.0003661488574
711	0.0003661513855
712	0.0003661540892
713	0.0003661474528
714	0.0003661452407
715	0.000366145943
716	0.0003661514206
717	0.0003661506833
718	0.0003661506833
719	0.0003661505428
720	0.0003649957401
721	0.0003649972851
722	0.0003649938089
723	0.0003649973202
724	0.0003649892793
725	0.0003649954241
726	0.0003649866107
727	0.0003638698356
728	0.0003638641824
729	0.0003638673074
730	0.0003631588637
731	0.0003626223692
732	0.000362615487
733	0.0003626105009
734	0.0003625898544
735	0.0003625904513
736	0.0003625967015
737	0.0003622699732
738	0.0003622699732
739	0.0003622699732
740	0.0003612294288
741	0.0003611537248
742	0.00036114758
743	0.0003611612039
744	0.0003611612039
745	0.0003611612039
746	0.0003601541575
747	0.0003593357744
748	0.0003587060544
749	0.0003579653064
750	0.0003571831601
751	0.0003567808682
752	0.000356041876
753	0.0003545157161
754	0.0003545126613
755	0.0003536486661
756	0.0003531149807
757	0.0003520645695
758	0.0003513890268
759	0.0003504805783
760	0.0003504774181
761	0.000350469939
762	0.0003499504042
763	0.0003498584427
764	0.0003491242961
765	0.0003485054612
766	0.0003484990003
767	0.0003483814414
768	0.0003477724382
769	0.0003472734797
770	0.0003472718645
771	0.0003472744629
772	0.0003472744629
773	0.0003472711622
774	0.0003472728828
775	0.000347268318
776	0.0003472718996
777	0.0003472720049
778	0.00034637553
779	0.000346381429
780	0.0003463568147
781	0.0003463648907
782	0.0003456150134
783	0.0003448021078
784	0.0003445488013
785	0.00034414823
786	0.0003432147808
787	0.0003431902367
788	0.0003431902367
789	0.0003431950823
790	0.0003431939587
791	0.0003431950472
792	0.0003431924137
793	0.0003431920626
794	0.0003431960655
795	0.0003431711351
796	0.0003431790356
797	0.0003431754189
798	0.0003431693795
799	0.0003431693795
800	0.0003431739442
801	0.0003431734877
802	0.0003431718023
803	0.0003431677643
804	0.0003431637965
805	0.0003431668513
806	0.0003431646041
807	0.0003431588104
808	0.0003425756154
809	0.0003425740704
810	0.0003425663806
811	0.0003425681714
812	0.0003425701377
813	0.000342570208
814	0.0003425612892
815	0.0003425650814
816	0.0003425665562
817	0.0003425665562
818	0.0003425699622
819	0.0003425711911
820	0.0003425703133
821	0.0003425675042
822	0.0003425638876
823	0.0003425603763
824	0.0003425740704
825	0.0003425640983
826	0.0003425670478
827	0.0003425670478
828	0.0003425670478
829	0.0003425644143
830	0.0003425624128
831	0.0003425669775
832	0.0003425606221
833	0.0003425622373
834	0.0003425597793
835	0.0003425621319
836	0.0003425599549
837	0.0003425629746
838	0.0003425532132
839	0.0003425535643
840	0.0003425504041
841	0.0003425559871
842	0.0003425527216
843	0.0003416205014
844	0.0003410439428
845	0.0003404883468
846	0.0003404870125
847	0.0003404818157
848	0.0003404750037
849	0.0003394248735
850	0.000338687356
851	0.000338684266
852	0.0003386894277
853	0.0003380559857
854	0.000337695022
855	0.0003376943549
856	0.0003367598173
857	0.0003362808733
858	0.0003362820672
859	0.0003362615611
860	0.0003362661258
861	0.0003362647212
862	0.0003362607886
863	0.0003362622633
864	0.0003362582955
865	0.0003356432177
866	0.0003356421995
867	0.0003356404438
868	0.0003356416025
869	0.0003356350012
870	0.0003356319113
871	0.0003356273466
872	0.0003356316655
873	0.0003356295938
874	0.0003356236246
875	0.0003356151974
876	0.0003356168828
877	0.0003356084557
878	0.0003355952531
879	0.000335593357
880	0.0003353378032
881	0.0003353289547
882	0.0003352860463
883	0.0003352896981
884	0.0003352875211
885	0.000335263609
886	0.0003352701049
887	0.0003352718606
888	0.0003352718606
889	0.0003352718606
890	0.0003352718606
891	0.0003352718606
892	0.000335262661
893	0.000335262661
894	0.000335262661
895	0.0003350755779
896	0.0003350758939
897	0.0003350724879
898	0.0003350724879
899	0.0003350755076
900	0.0003350757183
901	0.0003350680285
902	0.000335075297
903	0.0003350651844
904	0.0003350651844
905	0.0003350617784
906	0.0003350617784
907	0.0003350617784
908	0.0003350674316
909	0.0003350636043
910	0.0003350599174
911	0.000335054229
912	0.0003341587724
913	0.0003341537863
914	0.0003339822584
915	0.0003339775181
916	0.0003339774128
917	0.0003339790631
918	0.0003339579249
919	0.000333962279
920	0.0003339599615
921	0.0003339558533
922	0.0003339410004
923	0.0003339426858
924	0.0003339426858
925	0.0003339378402
926	0.0003339263933
927	0.0003332550993
928	0.0003324024456
929	0.0003324000579
930	0.0003324000579
931	0.0003324000579
932	0.0003323997419
933	0.0003317884212
934	0.0003317888426
935	0.0003317807665
936	0.0003317807665
937	0.0003317743057
938	0.0003317718478
939	0.0003317708997
940	0.0003317682662
941	0.0003317682662
942	0.000331765703
943	0.000331765703
944	0.0003317628939
945	0.0003317628939
946	0.0003317608573
947	0.0003309375583
948	0.0003309304655
949	0.0003309304655
950	0.0003309251985
951	0.0003309251985
952	0.0003309251985
953	0.0003309261114
954	0.0003309263923
955	0.0003309192292
956	0.0003309264274
957	0.0003309227757
958	0.0003309227757
959	0.0003309227757
960	0.0003309227757
961	0.0003309195804
962	0.0003309276915
963	0.0003309208444
964	0.0003309193697
965	0.0003309212658
966	0.0003307912065
967	0.0003307895562
968	0.0003307843946
969	0.0003307937347
970	0.0003307738255
971	0.0003307685234
972	0.0003301475817
973	0.000329753085
974	0.0003289816833
975	0.0003289781017
976	0.0003289721676
977	0.0003289828069
978	0.000328977259
979	0.000328981297
980	0.0003289772239
981	0.0003286003189
982	0.0003277910651
983	0.0003273798896
984	0.0003268906926
985	0.0003260690088
986	0.0003247216805
987	0.0003247195386
988	0.0003247259643
989	0.0003247167646
990	0.0003246994889
991	0.0003247025789
992	0.0003240967359
993	0.0003240981404
994	0.0003240979999
995	0.0003240974732
996	0.0003240961389
997	0.0003240979648
998	0.0003235696166
999	0.0003235743218
1000	0.0003235719341
1001	0.0003235619971
1002	0.0003235561332
1003	0.0003229612103
1004	0.0003229584013
1005	0.0003229585417
1006	0.0003229543281
1007	0.0003223431128
1008	0.0003223490118
1009	0.0003223351772
1010	0.0003223351772
1011	0.0003223351772
1012	0.0003223351772
1013	0.0003223351772
1014	0.0003223305423
1015	0.0003223335269
1016	0.0003223274523
1017	0.0003223274523
1018	0.0003223281546
1019	0.000322334791
1020	0.0003223131261
1021	0.0003223155138
1022	0.0003223110896
1023	0.0003223141093
1024	0.0003223168481
1025	0.0003223129154
1026	0.0003222959909
1027	0.0003222936032
1028	0.0003222971145
1029	0.0003222991511
1030	0.0003222897407
1031	0.0003222923742
1032	0.0003222911102
1033	0.0003222776969
1034	0.0003222799442
1035	0.0003222799442
1036	0.0003222799442
1037	0.0003222797335
1038	0.0003222732727
1039	0.0003222730269
1040	0.0003222730269
1041	0.0003222726757
1042	0.0003222706041
1043	0.0003222706041
1044	0.0003222677599
1045	0.0003222721139
1046	0.0003222660744
1047	0.0003222660744
1048	0.0003222622471
1049	0.0003222642486
1050	0.0003222635112
1051	0.0003222591571
1052	0.0003222591571
1053	0.000322261896
1054	0.0003222650913
1055	0.0003222570152
1056	0.0003222570152
1057	0.0003222562428
1058	0.0003222612288
1059	0.0003211598684
1060	0.0003211623263
1061	0.0003211544259
1062	0.0003211487375
1063	0.0003211467361
1064	0.0003211418554
1065	0.0003211480704
1066	0.0003211399944
1067	0.0003211347625
1068	0.0003211366235
1069	0.0003211316725
1070	0.0003211292497
1071	0.0003211300924
1072	0.0003211300924
1073	0.0003211269322
1074	0.0003211318481
1075	0.0003211318481
1076	0.0003211332526
1077	0.0003211257735
1078	0.00032112623
1079	0.0003211237369
1080	0.0003211213844
1081	0.0003211222271
1082	0.0003211220164
1083	0.0003211220164
1084	0.0003211211737
1085	0.0003211180837
1086	0.0003211215248
1087	0.0003211182242
1088	0.0003211111313
1089	0.0003211176624
1090	0.0003211158716
1091	0.0003211158365
1092	0.0003211151342
1093	0.0003211150991
1094	0.0003211117633
1095	0.0003211145022
1096	0.0003211109909
1097	0.0003211139755
1098	0.0003211094459
1099	0.0003211010187
1100	0.0003211044598
1101	0.0003211036171
1102	0.0003211029851
1103	0.0003211029851
1104	0.0003211044949
1105	0.0003211059346
1106	0.0003211034415
1107	0.0003210954708
1108	0.0003210984203
1109	0.0003211012996
1110	0.0003210998249
1111	0.0003210996844
1112	0.0003210996844
1113	0.0003211013698
1114	0.0003211026339
1115	0.0003210990875
1116	0.0003210979288
1117	0.0003210975074
1118	0.0003210799508
1119	0.0003210810042
1120	0.0003210798806
1121	0.0003210762639
1122	0.0003210725068
1123	0.0003210725068
1124	0.0003210725068
1125	0.0003210725068
1126	0.0003210725068
1127	0.0003210725068
1128	0.0003210725068
1129	0.0003210725068
1130	0.0003210725068
1131	0.0003210725068
1132	0.0003210725068
1133	0.0003210725068
1134	0.0003210725068
1135	0.0003210725068
1136	0.0003210689253
1137	0.00032107349
1138	0.0003210653437
1139	0.0003210691359
1140	0.0003210643605
1141	0.0003210639392
1142	0.0003210639392
1143	0.0003210636583
1144	0.0003210520358
1145	0.0003210530892
1146	0.000321055512
1147	0.0003210497535
1148	0.0003210497535
1149	0.00032105179
1150	0.0003210490512
1151	0.0003210443811
1152	0.000321048068
1153	0.0003210489458
1154	0.0003210206797
1155	0.0003210181165
1156	0.0003208697281
1157	0.0003208657603
1158	0.0003208614063
1159	0.0003208590186
1160	0.000320862881
1161	0.0003208620383
1162	0.0003208616521
1163	0.0003208590186
1164	0.0003208579652
1165	0.0003208596506
1166	0.0003208084556
1167	0.000320800204
1168	0.0003207965873
1169	0.0003207978514
1170	0.0003207987292
1171	0.0003207933218
1172	0.0003207978514
1173	0.0003196811114
1174	0.0003193604929
1175	0.0003193598959
1176	0.0003193598959
1177	0.0003193598959
1178	0.0003193575082
1179	0.0003193567357
1180	0.0003193538565
1181	0.0003193551205
1182	0.0003193532244
1183	0.000319354348
1184	0.0003193536458
1185	0.0003193461316
1186	0.0003193460613
1187	0.0003193494322
1188	0.0003193412859
1189	0.0003193370021
1190	0.0003193370021
1191	0.0003193395303
1192	0.0003193266789
1193	0.0003193231675
1194	0.0003191075023
1195	0.000319112067
1196	0.0003191085206
1197	0.0003183338182
1198	0.0003180650267
1199	0.0003180626741
1200	0.0003180694861
1201	0.0003180634817
1202	0.000318060146
1203	0.0003180614452
1204	0.0003180502441
1205	0.0003180583201
1206	0.0003180549492
1207	0.0003180523509
1208	0.0003180556515
1209	0.0003180518944
1210	0.0003180485586
1211	0.0003180501738
1212	0.0003180519997
1213	0.0003180473648
1214	0.0003180406231
1215	0.0003180406933
1216	0.0003180377438
1217	0.0003180389025
1218	0.0003180311776
1219	0.0003180334951
1220	0.0003180357072
1221	0.0003180324066
1222	0.0003180211703
1223	0.0003180168163
1224	0.0003180273854
1225	0.0003180207139
1226	0.000318012392
1227	0.0003180101097
1228	0.0003180126027
1229	0.0003180110226
1230	0.0003180149553
1231	0.0003180128485
1232	0.000318009583
1233	0.0003180060717
1234	0.000317999962
1235	0.0003180036489
1236	0.0003180042458
1237	0.0003180020337
1238	0.0003179961698
1239	0.0003179996811
1240	0.0003179968018
1241	0.0003179956079
1242	0.0003179937821
1243	0.0003179947652
1244	0.0003172187637
1245	0.0003172127944
1246	0.0003172065443
1247	0.0003172058069
1248	0.0003172084404
1249	0.0003171593521
1250	0.0003171580178
1251	0.0003171527509
1252	0.000317159001
1253	0.0003171507845
1254	0.0003171500823
1255	0.000317156824
1256	0.000317150925
1257	0.0003171525051
1258	0.0003171551386
1259	0.0003171522944
1260	0.0003171500823
1261	0.0003171410582
1262	0.0003171435863
1263	0.0003171429192
1264	0.0003171433405
1265	0.0003171424276
1266	0.0003171377224
1267	0.0003171409177
1268	0.0003171401101
1269	0.0003171353347
1270	0.0003171419711
1271	0.0003171313318
1272	0.0003171345622
1273	0.0003171331226
1274	0.0003171380033
1275	0.0003171371606
1276	0.0003171333684
1277	0.0003171290143
1278	0.0003171310158
1279	0.0003171325608
1280	0.0003171249412
1281	0.000317129225
1282	0.0003171270831
1283	0.0003171339653
1284	0.0003171339653
1285	0.0003171267671
1286	0.0003171295059
1287	0.0003171356507
1288	0.000317125187
1289	0.0003171299975
1290	0.0003171249061
1291	0.0003171141263
1292	0.0003171216757
1293	0.0003171163034
1294	0.0003171206574
1295	0.0003171261702
1296	0.0003162085571
1297	0.0003162025879
1298	0.0003161953194
1299	0.0003158886759
1300	0.0003152892235
1301	0.0003152921028
1302	0.0003152893639
1303	0.0003152909792
1304	0.0003152875029
1305	0.0003152803047
1306	0.0003152808666
1307	0.0003152770041
1308	0.0003152772148
1309	0.0003152755996
1310	0.0003152770743
1311	0.0003152783384
1312	0.0003152743355
1313	0.0003152800941
1314	0.0003152621512
1315	0.0003152632046
1316	0.0003152591666
1317	0.0003152627481
1318	0.0003152581834
1319	0.0003152614841
1320	0.0003151453296
1321	0.0003151453296
1322	0.0003151392902
1323	0.0003151388688
1324	0.0003151354277
1325	0.0003151354277
1326	0.0003151262983
1327	0.0003143034206
1328	0.0003142982239
1329	0.0003142982239
1330	0.0003142982239
1331	0.0003142982239
1332	0.0003142972407
1333	0.0003142972407
1334	0.0003142972407
1335	0.0003142972407
1336	0.0003142983292
1337	0.000314295801
1338	0.000314295801
1339	0.000314295801
1340	0.000314295801
1341	0.000314295801
1342	0.000314295801
1343	0.000314298259
1344	0.0003142909203
1345	0.0003142965033
1346	0.0003142974514
1347	0.0003143000497
1348	0.000314292992
1349	0.0003142916928
1350	0.0003142921142
1351	0.0003142891998
1352	0.0003142860396
1353	0.0003142913066
1354	0.0003142935187
1355	0.0003142890593
1356	0.0003142925355
1357	0.0003142902532
1358	0.0003142924302
1359	0.0003142860396
1360	0.0003142879357
1361	0.0003142903234
1362	0.0003142967842
1363	0.0003142948179
1364	0.0003142942561
1365	0.0003142942561
1366	0.000314297662
1367	0.0003142886731
1368	0.0003142858991
1369	0.0003142923951
1370	0.0003142913768
1371	0.0003134804025
1372	0.0003127520144
1373	0.0003126569981
1374	0.0003126564714
1375	0.0003126623353
1376	0.0003126548211
1377	0.0003126612117
1378	0.000312656647
1379	0.0003126506777
1380	0.0003126494488
1381	0.0003126509235
1382	0.0003126425666
1383	0.0003126447787
1384	0.0003126396522
1385	0.0003121448371
1386	0.0003121489102
1387	0.0003121437837
1388	0.0003121439944
1389	0.0003121459607
1390	0.0003121439241
1391	0.0003121459256
1392	0.0003121419578
1393	0.000312147611
1394	0.0003121445562
1395	0.00031213799
1396	0.0003121379198
1397	0.0003121405533
1398	0.000312143889
1399	0.0003121428707
1400	0.0003121416769
